week_date,artist,track,streams,position,weeks_on_chart,viral_hit,uri
2023-03-30,Manuel Turizo,La Bachata,20191065,20,39,False,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ
2023-03-30,"David Guetta, Bebe Rexha",I'm Good (Blue),19982909,21,31,False,spotify:track:4uUG5RXrOk84mYEfFvj3cK
2023-03-30,The Weeknd,Die For You,19836646,22,59,False,spotify:track:2LBqCSwhJGcFQeTHMVGwy3
2023-03-30,"Bizarrap, Arcángel","Arcángel: Bzrp Music Sessions, Vol. 54/66",18720194,23,1,False,spotify:track:7cQ0LAxT5HHCLGbxcjaxac
2023-03-30,Morgan Wallen,Last Night,18604463,24,8,False,spotify:track:7K3BhSpAxZBznislvUMVtn
2023-03-30,"Peso Pluma, Natanael Cano",PRC,18540690,25,9,False,spotify:track:2mpoNBkngUEwnaKoBhZ0vl
2023-03-30,"Natanael Cano, Peso Pluma, Gabito Ballesteros",AMG,18367329,26,12,False,spotify:track:1lRtH4FszTrwwlK5gTSbXO
2023-03-30,Ed Sheeran,Eyes Closed,18278985,27,1,False,spotify:track:4hy7qTxsnyZUZoqo5RtaYq
2023-03-30,d4vd,Here With Me,18209041,28,22,False,spotify:track:78Sw5GDo6AlGwTwanjXbGh
2023-03-30,"Ozuna, Feid",Hey Mor,18192798,29,24,False,spotify:track:1zsPaEkglFvxjAhrM8yhpr
2023-03-30,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,18171365,30,17,False,spotify:track:1Y3LN4zO1Edc2EluIoSPJN
2023-03-30,Jimin,Like Crazy (English Version),17242202,31,1,False,spotify:track:0u8rZGtXJrLtiSe34FPjGG
2023-03-30,"The Weeknd, Daft Punk",Starboy,16855622,32,130,False,spotify:track:7MXVkk9YMctZqd1Srtv4MB
2023-03-30,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52/66",16811721,33,38,False,spotify:track:2tTmW7RDtMQtBk7m2rYeSw
2023-03-30,Arctic Monkeys,I Wanna Be Yours,16347567,34,38,False,spotify:track:5XeFesFbtLpXzIVDNQP22n
2023-03-30,"RAYE, 070 Shake",Escapism.,16312155,35,18,False,spotify:track:5mHdCZtVyb4DcJw8799hZp
2023-03-30,JVKE,golden hour,16243010,36,31,False,spotify:track:5odlY52u43F5BjByhxg7wg
2023-03-30,Tom Odell,Another Love,16064433,37,103,False,spotify:track:7jtQIBanIiJOMS6RyCx6jZ
2023-03-30,"Cartel De Santa, La Kelly",Shorty Party,16059968,38,4,False,spotify:track:55ZATsjPlTeSTNJOuW90pW
2023-03-30,NewJeans,OMG,15904675,39,13,False,spotify:track:65FftemJ1DbbZ45DUfHJXE
2023-03-30,OneRepublic,I Ain't Worried,15873552,40,43,False,spotify:track:4fYte8ZvTK14NEhAOZocBi
2023-03-30,Feid,Feliz Cumpleaños Ferxxo,15388115,41,32,False,spotify:track:2CeKVsFFXG4QzA415QygGb
2023-03-30,Coi Leray,Players,15338853,42,10,False,spotify:track:6UN73IYd0hZxLi8wFPMQij
2023-03-30,"Arcángel, Bad Bunny",La Jumpa,14937835,43,17,False,spotify:track:2mnXxnrX5vCGolNkaFvVeM
2023-03-30,Eminem,Mockingbird,14692674,44,24,False,spotify:track:561jH07mF1jHuk7KlaeF0s
2023-03-30,Lizzy McAlpine,ceilings,14352163,45,6,False,spotify:track:2L9N0zZnd37dwF0clgxMGI
2023-03-30,SZA,Snooze,14341297,46,14,False,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2
2023-03-30,"Milo j, Taiu",Rara Vez,14238007,47,5,False,spotify:track:7MVIfkyzuUmQ716j8U7yGR
2023-03-30,FIFTY FIFTY,Cupid - Twin Version,13918052,48,2,False,spotify:track:3Kw7zkALCVxY4wmlnh2IWC
2023-03-30,Miguel,Sure Thing,13862455,49,16,False,spotify:track:0JXXNGljqupsJaZsgSbMZV
2023-03-30,Imagine Dragons,Bones,13845352,50,55,False,spotify:track:54ipXppHLA8U4yqpOFTUhr
2023-03-30,"Junior H, Peso Pluma",El Azul,13731986,51,5,False,spotify:track:1haJsMtoBhHfvuM7XWuT3W
2023-03-30,Feid,CHORRITO PA LAS ANIMAS,13494089,52,14,False,spotify:track:0CYTGMBYkwUxrj1MWDLrC5
2023-03-30,"Oscar Maydon, Junior H",Fin de Semana,13345200,53,11,False,spotify:track:6TBzRwnX2oYd8aOrOuyK1p
2023-03-30,Chino Pacas,El Gordo Trae El Mando,13208393,54,7,False,spotify:track:3kf0WdFOalKWBkCCLJo4mA
2023-03-30,TINI,Cupido,13181082,55,6,False,spotify:track:04ndZkbKGthTgYSv3xS7en
2023-03-30,The Weeknd,Blinding Lights,13172445,56,174,False,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
2023-03-30,"LiL CaKe, Migrantes, Nico Valdi",MERCHO,13145936,57,9,False,spotify:track:1DxEbt6OSbrkRthk6pjZue
2023-03-30,"Bad Bunny, Chencho Corleone",Me Porto Bonito,13116609,58,47,False,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx
2023-03-30,Libianca,People,12986388,59,11,False,spotify:track:26b3oVLrRUaaybJulow9kz
2023-03-30,"KAROL G, Romeo Santos",X SI VOLVEMOS,12690139,60,8,False,spotify:track:4NoOME4Dhf4xgxbHDT7VGe
2023-03-30,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),12601050,61,90,False,spotify:track:567e29TDzLwZwfDuEpGTwo
2023-03-30,"Marshmello, Manuel Turizo",El Merengue,12597533,62,4,False,spotify:track:51FvjPEGKq2zByeeEQ43V9
2023-03-30,KAROL G,MIENTRAS ME CURO DEL CORA,12596407,63,5,False,spotify:track:6otePxalBK8AVa20xhZYVQ
2023-03-30,Lil Uzi Vert,Just Wanna Rock,12582774,64,23,False,spotify:track:4FyesJzVpA39hbYvcseO2d
2023-03-30,Chris Brown,Under The Influence,12564379,65,36,False,spotify:track:5IgjP7X4th6nMNDh4akUHb
2023-03-30,The Neighbourhood,Sweater Weather,12513068,66,135,False,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
2023-03-30,d4vd,Romantic Homicide,12510394,67,30,False,spotify:track:1xK59OXxi2TAAAbmZK0kBL
2023-03-30,"Fuerza Regida, Natanael Cano",Ch y la Pizza,12278788,68,10,False,spotify:track:0UbesRsX2TtiCeamOIVEkp
2023-03-30,"Drake, 21 Savage",Rich Flex,12206885,69,21,False,spotify:track:1bDbXMyjaUIooNwFE9wn0N
2023-03-30,The Weeknd,Reminder,12116867,70,16,False,spotify:track:37F0uwRSrdzkBiuj0D5UHI
2023-03-30,"Fuerza Regida, Grupo Frontera",Bebe Dame,11929266,71,13,False,spotify:track:0IKeDy5bT9G0bA7ZixRT4A
2023-03-30,Quevedo,PUNTO G,11892706,72,21,False,spotify:track:4WiQA1AGWHFvaxBU6bHghs
2023-03-30,NewJeans,Ditto,11546302,73,15,False,spotify:track:3r8RuvgbX9s7ammBn07D3W
2023-03-30,"Carín León, Grupo Frontera",Que Vuelvas,11390660,74,13,False,spotify:track:6Um358vY92UBv5DloTRX9L
2023-03-30,Peso Pluma,Por Las Noches,11283766,75,5,False,spotify:track:2VzCjpKvPB1l1tqLndtAQa
2023-03-30,"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],11199280,76,17,False,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j
2023-03-30,Feid,Normal,11162601,77,34,False,spotify:track:0T2pB7P1VdXPhLdQZ488uH
2023-03-30,Glass Animals,Heat Waves,11162198,78,118,False,spotify:track:02MWAaffLxlfxAUY7c5dvx
2023-03-30,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,11130914,79,47,False,spotify:track:3k3NWokhRRkEPhCzPmV8TW
2023-03-30,"AgroPlay, Ana Castela",Nosso Quadro,11107605,80,6,False,spotify:track:4uqJelb9THHmJ3OCohg4ZJ
2023-03-30,Meghan Trainor,Made You Look,11092297,81,23,False,spotify:track:0QHEIqNKsMoOY5urbzN48u
2023-03-30,"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),11071924,82,3,False,spotify:track:5eTaQYBE1yrActixMAeLcZ
2023-03-30,"Chino Pacas, Fuerza Regida",Dijeron Que No La Iba Lograr,11001944,83,2,False,spotify:track:7dR09k1an5JEq7ch0Y5hvV
2023-03-30,"Tiësto, Tate McRae",10:35,10977407,84,15,False,spotify:track:6BePGk3eCan4FqaW2X8Qy3
2023-03-30,Hozier,Eat Your Young,10958337,85,2,False,spotify:track:2Jw3VjB1xy5KHBqEeAC6VK
2023-03-30,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,10935544,86,6,False,spotify:track:0FA4wrjDJvJTTU8AepZTup
2023-03-30,Steve Lacy,Bad Habit,10927719,87,38,False,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy
2023-03-30,Taylor Swift,Blank Space,10911215,88,68,False,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g
2023-03-30,Feid,REMIX EXCLUSIVO,10892592,89,2,False,spotify:track:3eqCJfgJJs8iKx49KO12s3
2023-03-30,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),10759701,90,5,False,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J
2023-03-30,Rosa Linn,SNAP,10699882,91,38,False,spotify:track:6zJejIfVYLgjud3lTk4DLB
2023-03-30,Bad Bunny,Efecto,10622442,92,47,False,spotify:track:5Eax0qFko2dh7Rl2lYs3bx
2023-03-30,Taylor Swift,Lavender Haze,10584954,93,23,False,spotify:track:5jQI2r1RdgtuT8S3iG8zFC
2023-03-30,Ruth B.,Dandelions,10552933,94,85,False,spotify:track:2eAvDnpXP5W0cVtiI0PUxV
2023-03-30,Ed Sheeran,Perfect,10466329,95,315,False,spotify:track:0tgVpDi06FyKpA1z0VMD4v
2023-03-30,Justin Bieber,Ghost,10432849,96,80,False,spotify:track:6I3mqTwhRpn34SLVafSH7G
2023-03-30,"Billie Eilish, Khalid",lovely (with Khalid),10424111,97,258,False,spotify:track:0u2P5u6lvoDfwTYjAADbn4
2023-03-30,Coldplay,Viva La Vida,10390397,98,31,False,spotify:track:1mea3bSkSGXuIRvnydlB5b
2023-03-30,New West,Those Eyes,10385428,99,13,False,spotify:track:50x1Ic8CaXkYNvjmxe3WXy
2023-03-30,Coldplay,Yellow,10380037,100,119,False,spotify:track:3AJwUDP919kvQ9QcozQPxg
2023-03-30,ROSALÍA,DESPECHÁ,10262073,101,35,False,spotify:track:53tfEupEzQRtVFOeZvk7xq
2023-03-30,J. Cole,No Role Modelz,10209179,102,88,False,spotify:track:68Dni7IE4VyPkTOH9mRWHr
2023-03-30,KAROL G,PROVENZA,10198034,103,49,False,spotify:track:3HqcNJdZ2seoGxhn0wVNDK
2023-03-30,Beyoncé,CUFF IT,10031814,104,32,False,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS
2023-03-30,Yng Lvcas,La Bebe,10019134,105,7,False,spotify:track:6odrHMSLjP3aOXC4ipKUC6
2023-03-30,Lewis Capaldi,Someone You Loved,9994368,106,220,False,spotify:track:7qEHsqek33rTcFNT9PFqLf
2023-03-30,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,9948798,107,85,False,spotify:track:6JIC3hbC28JZKZ8AlAqX8h
2023-03-30,Bad Bunny,Tití Me Preguntó,9939136,108,47,False,spotify:track:1IHWl5LamUGEuP4ozKQSXZ
2023-03-30,"Zé Felipe, Igow, Wesley Safadão",Vacilão,9873732,109,1,False,spotify:track:7CJJ7JC3kj9XdweWTvfVhX
2023-03-30,Sabrina Carpenter,Nonsense,9805113,110,11,False,spotify:track:6dgUya35uo964z7GZXM07g
2023-03-30,"Gorillaz, Bad Bunny",Tormenta (feat. Bad Bunny),9706924,111,5,False,spotify:track:38UYeBLfvpnDSG9GznZdnL
2023-03-30,The Weeknd,Save Your Tears,9649099,112,121,False,spotify:track:5QO79kh1waicV47BqGRL3g
2023-03-30,Marília Mendonça,Leão,9609208,113,13,False,spotify:track:2K9kZpwD2CzTa6iiSYYOoO
2023-03-30,Arctic Monkeys,505,9553718,114,65,False,spotify:track:58ge6dfP91o9oXMzq3XkIS
2023-03-30,Miley Cyrus,River,9484833,115,3,False,spotify:track:04CqLjewJiSAqM210vZAmT
2023-03-30,Bruno Mars,When I Was Your Man,9464762,116,31,False,spotify:track:0B7wvvmu9EISAwZnOpjhNI
2023-03-30,Taylor Swift,Style,9411196,117,2,False,spotify:track:0ug5NqcwcFR2xrfTkc7k8e
2023-03-30,"Ñengo Flow, Bad Bunny",Gato de Noche,9409781,118,14,False,spotify:track:54ELExv56KCAB4UP9cOCzC
2023-03-30,"Rihanna, Calvin Harris",We Found Love,9400089,119,7,False,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1
2023-03-30,Adele,Set Fire to the Rain,9363847,120,16,False,spotify:track:7j4OmvkjRz0PrjFADlHfQx
2023-03-30,Taylor Swift,cardigan,9309762,121,14,False,spotify:track:4R2kfaDFhslZEMJqAFNpdd
2023-03-30,Eminem,Without Me,9278538,122,79,False,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk
2023-03-30,"Anuel AA, Mambo Kingz, DJ Luian",Mas Rica Que Ayer,9270660,123,3,False,spotify:track:3XjvMZqm2AQ8thMCD6w9w2
2023-03-30,Kenia Os,Malas Decisiones,9270089,124,4,False,spotify:track:6Xj014IHwbLVjiVT6H89on
2023-03-30,Jimin,Face-off,9229606,125,1,False,spotify:track:3OdIiWnYRHPYtC313Z0Bwy
2023-03-30,Taylor Swift,Don’t Blame Me,9178451,126,32,False,spotify:track:1R0a2iXumgCiFb7HEZ7gUE
2023-03-30,Imagine Dragons,Believer,9092742,127,321,False,spotify:track:0pqnGHJpmpxLKifKRmU6WP
2023-03-30,"The Weeknd, Gesaffelstein",I Was Never There,9069921,128,43,False,spotify:track:1cKHdTo9u0ZymJdPGSh6nq
2023-03-30,Harry Styles,Watermelon Sugar,9068628,129,176,False,spotify:track:6UelLqGlWMcVH1E5c4H7lY
2023-03-30,Kali Uchis,Moonlight,9052485,130,3,False,spotify:track:0JmnkIqdlnUzPaf8sqBRs3
2023-03-30,Harry Styles,Late Night Talking,9004869,131,45,False,spotify:track:1qEmFfgcLObUfQm0j1W2CK
2023-03-30,Stephen Sanchez,Until I Found You,8994829,132,47,False,spotify:track:6VhuP99TE6gYNQRJIlAWFD
2023-03-30,Superstar Pride,PAINTING PICTURES,8980645,133,5,False,spotify:track:6MGsx3Usu6IJbbYFoAOEtv
2023-03-30,Joji,Glimpse of Us,8945321,134,42,False,spotify:track:4ewazQLXFTDC8XvCbhvtXs
2023-03-30,"ROSALÍA, Rauw Alejandro",VAMPIROS,8923028,135,1,False,spotify:track:3Eax1yebRxj6LSYpxE9Yd3
2023-03-30,"KAROL G, Ovy On The Drums",CAIRO,8885305,136,19,False,spotify:track:16dUQ4quIHDe4ZZ0wF1EMN
2023-03-30,The Weeknd,Call Out My Name,8827144,137,75,False,spotify:track:09mEdoA6zrmBPgTEN5qXmN
2023-03-30,INTERWORLD,METAMORPHOSIS,8826543,138,15,False,spotify:track:2ksyzVfU0WJoBpu8otr4pz
2023-03-30,Sia,Unstoppable,8816054,139,59,False,spotify:track:2J2Z1SkXYghSajLibnQHOa
2023-03-30,OneRepublic,Counting Stars,8724680,140,102,False,spotify:track:2tpWsVSb9UEmDRxAl1zhX1
2023-03-30,Adele,Easy On Me,8698497,141,76,False,spotify:track:46IZ0fSY2mpAiktS3KOqds
2023-03-30,"Eladio Carrion, Myke Towers",Si La Calle Llama - Remix,8691271,142,2,False,spotify:track:3qXZqXGniqNt3PK2CBSZgM
2023-03-30,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,8686447,143,98,False,spotify:track:1oFAF1hdPOickyHgbuRjyX
2023-03-30,Taylor Swift,Cruel Summer,8684953,144,8,False,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr
2023-03-30,Ed Sheeran,Shivers,8665801,145,81,False,spotify:track:3xWGA8pa0IKFI7IMPri4P0
2023-03-30,Vance Joy,Riptide,8650003,146,111,False,spotify:track:7yq4Qj7cqayVTp3FF9CWbm
2023-03-30,Lana Del Rey,Summertime Sadness,8627079,147,33,False,spotify:track:1FEiijYPJtyswChfcpv3p0
2023-03-30,One Direction,Night Changes,8622743,148,43,False,spotify:track:5O2P9iiztwhomNh8xkR9lJ
2023-03-30,Imagine Dragons,Demons,8612822,149,21,False,spotify:track:5qaEfEh1AtSdrdrByCP7qR
2023-03-30,Cigarettes After Sex,Apocalypse,8607139,150,38,False,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5
2023-03-30,"Rauw Alejandro, Lyanno, Brray",LOKERA,8558801,151,33,False,spotify:track:1aUq8rjW1EwkAkMri4VfJy
2023-03-30,"El Chachito, Junior H",En Paris,8536521,152,6,False,spotify:track:1Fuc3pBiPFxAeSJoO8tDh5
2023-03-30,Linkin Park,In the End,8502136,153,19,False,spotify:track:60a0Rd6pjrkxjPbaKzXjfq
2023-03-30,Raim Laode,Komang,8497375,154,6,False,spotify:track:2AaaE0qvFWtyT8srKNfRhH
2023-03-30,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),8482763,155,41,False,spotify:track:3F5CgOj3wFlRv51JsHbxhe
2023-03-30,"The Weeknd, Lana Del Rey",Stargirl Interlude,8429622,156,35,False,spotify:track:5gDWsRxpJ2lZAffh5p7K0w
2023-03-30,Ed Sheeran,Shape of You,8407521,157,310,False,spotify:track:7qiZfU4dY1lWllzX7mPBI3
2023-03-30,Jimin,Alone,8326119,158,1,False,spotify:track:5Hfnps0jaWFpYg55WOPexG
2023-03-30,"Mora, Feid",LA INOCENTE,8311078,159,36,False,spotify:track:5jt25aFjW2kNoBqaEVaz5W
2023-03-30,Eminem,The Real Slim Shady,8301944,160,95,False,spotify:track:3yfqSUWxFvZELEM4PmlwIR
2023-03-30,ThxSoMch,SPIT IN MY FACE!,8295424,161,20,False,spotify:track:1N8TTK1Uoy7UvQNUazfUt5
2023-03-30,"Quevedo, Myke Towers",PLAYA DEL INGLÉS,8293795,162,15,False,spotify:track:0Sfn2TYbpQtCGMBf6C0Y6T
2023-03-30,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),8284101,163,59,False,spotify:track:22skzmqfdWrjJylampe0kt
2023-03-30,"Cris MJ, Duki, Nicki Nicole, Standly, Stars Music Chile",Marisola (Remix),8178284,164,14,False,spotify:track:0NO2zL0kw8sGGnaMvHKAZF
2023-03-30,Tory Lanez,The Color Violet,8170161,165,13,False,spotify:track:3azJifCSqg9fRij2yKIbWz
2023-03-30,"Oliver Tree, Robin Schulz",Miss You - Bonus Track,8149712,166,25,False,spotify:track:73vIOb4Q7YN6HeJTbscRx5
2023-03-30,SZA,Low,8137615,167,16,False,spotify:track:2GAhgAjOhEmItWLfgisyOn
2023-03-30,Taylor Swift,Enchanted,8106888,168,13,False,spotify:track:3sqrvkNC6IPTIXvvbx9Arw
2023-03-30,Zach Bryan,Something in the Orange,8037203,169,29,False,spotify:track:3WMj8moIAXJhHsyLaqIIHI
2023-03-30,BLACKPINK,Shut Down,8025211,170,26,False,spotify:track:7gRFDGEzF9UkBV233yv2dc
2023-03-30,Hozier,Take Me To Church,8023249,171,97,False,spotify:track:3dYD57lRAUcMHufyqn9GcI
2023-03-30,Taylor Swift,Midnight Rain,7982377,172,18,False,spotify:track:3rWDp9tBPQR9z6U5YyRSK4
2023-03-30,Steve Lacy,Dark Red,7976227,173,86,False,spotify:track:3EaJDYHA0KnX88JvDhL9oa
2023-03-30,TV Girl,Lovers Rock,7945331,174,3,False,spotify:track:6dBUzqjtbnIa1TwYbyw5CM
2023-03-30,Kordhell,Murder In My Mind,7893006,175,33,False,spotify:track:6qyS9qBy0mEk3qYaH8mPss
2023-03-30,"Eminem, Dina Rae",Superman,7887075,176,26,False,spotify:track:4woTEX1wYOTGDqNXuavlRC
2023-03-30,Morgan Wallen,You Proof,7879202,177,5,False,spotify:track:5W4kiM2cUYBJXKRudNyxjW
2023-03-30,James Arthur,Say You Won't Let Go,7854072,178,280,False,spotify:track:5uCax9HTNlzGybIStD3vDh
2023-03-30,Central Cee,LET GO,7853567,179,15,False,spotify:track:3zkyus0njMCL6phZmNNEeN
2023-03-30,The Walters,I Love You So,7802128,180,77,False,spotify:track:4SqWKzw0CbA05TGszDgMlc
2023-03-30,Arctic Monkeys,Do I Wanna Know?,7796435,181,80,False,spotify:track:5FVd6KXrgO9B3JPmC8OPst
2023-03-30,The Weeknd,The Hills,7796151,182,82,False,spotify:track:7fBv7CLKzipRk6EC6TWHOB
2023-03-30,Mae Stephens,If We Ever Broke Up,7792208,183,6,False,spotify:track:6maTPqynTmrkWIralgGaoP
2023-03-30,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),7764212,184,40,False,spotify:track:5Odq8ohlgIbQKMZivbWkEo
2023-03-30,Hotel Ugly,Shut up My Moms Calling,7751302,185,19,False,spotify:track:3hxIUxnT27p5WcmjGUXNwx
2023-03-30,Eminem,Lose Yourself,7750346,186,116,False,spotify:track:1v7L65Lzy0j0vdpRjJewt1
2023-03-30,Linkin Park,Numb,7726031,187,6,False,spotify:track:2nLtzopw4rPReszdYBJU6h
2023-03-30,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,7719991,188,74,False,spotify:track:3CIyK1V4JEJkg02E4EJnDl
2023-03-30,"J Balvin, Bad Bunny",LA CANCIÓN,7688097,189,110,False,spotify:track:0fea68AdmYNygeTGI4RC18
2023-03-30,KAI,Rover,7660347,190,1,False,spotify:track:3WUyu94psXrYV6HZbXgcFA
2023-03-30,Arctic Monkeys,Why'd You Only Call Me When You're High?,7650266,191,71,False,spotify:track:086myS9r57YsLbJpU0TgK9
2023-03-30,Keane,Somewhere Only We Know,7642508,192,23,False,spotify:track:0ll8uFnc0nANY35E0Lfxvg
2023-03-30,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,7640604,193,20,False,spotify:track:0SCMVUZ21uYYB8cc0ScfbV
2023-03-30,"Kendrick Lamar, Jay Rock",Money Trees,7636417,194,11,False,spotify:track:2HbKqm4o0w5wEeEFXm2sD4
2023-03-30,"Maroon 5, Wiz Khalifa",Payphone,7633467,195,51,False,spotify:track:1XGmzt0PVuFgQYYnV2It7A
2023-03-30,Mahalini,Sial,7631741,196,7,False,spotify:track:6dXiWwFrcGieqnoLYzPNp5
2023-03-30,Mac DeMarco,Heart To Heart,7610983,197,11,False,spotify:track:7EAMXbLcL0qXmciM5SwMh2
2023-03-30,Bruno Mars,Locked out of Heaven,7586894,198,52,False,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI
2023-03-30,Grupo Frontera,NO SE VA - En Vivo,7569527,199,26,False,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX
2023-03-30,Cris MJ,Una Noche en Medellín,7554057,200,37,False,spotify:track:1O2pcBJGej0pmH2Y9XZMs6
2023-04-27,"Eslabon Armado, Peso Pluma",Ella Baila Sola,56584925,1,6,False,spotify:track:3dnP0JxCgygwQH9Gm7q7nb
2023-04-27,"Grupo Frontera, Bad Bunny",un x100to,56308592,2,2,True,spotify:track:6pD0ufEQq0xdHSsRbg9LBK
2023-04-27,"Yng Lvcas, Peso Pluma",La Bebe - Remix,40885774,3,6,False,spotify:track:2UW7JaomAMuX9pZrjVpHAU
2023-04-27,Miley Cyrus,Flowers,35732367,4,15,False,spotify:track:4DHcnVTT87F0zZhRPYmZ3B
2023-04-27,David Kushner,Daylight,32418390,5,2,True,spotify:track:1odExI7RdWc4BT515LTAwj
2023-04-27,"KAROL G, Shakira",TQG,28141998,6,9,False,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf
2023-04-27,SZA,Kill Bill,27443539,7,20,False,spotify:track:1Qrg8KqiBpW07V7PNxwwwL
2023-04-27,"Feid, Young Miko",CLASSY 101,27370842,8,4,True,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx
2023-04-27,FIFTY FIFTY,Cupid - Twin Version,26859435,9,6,False,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7
2023-04-27,"ROSALÍA, Rauw Alejandro",BESO,24968713,10,5,False,spotify:track:609E1JCInJncactoMmkDon
2023-04-27,"Peso Pluma, Natanael Cano",PRC,24572283,11,13,False,spotify:track:2mpoNBkngUEwnaKoBhZ0vl
2023-04-27,Harry Styles,As It Was,24485222,12,56,False,spotify:track:4Dvkj6JhhA12EX05fT7y2e
2023-04-27,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,23104293,13,12,False,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv
2023-04-27,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),22788668,14,21,False,spotify:track:2dHHgzDwk4BJdRwy9uXhTO
2023-04-27,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,22743726,15,9,False,spotify:track:4W4fNrZYkobj539TOWsLO2
2023-04-27,"The Weeknd, Future",Double Fantasy (with Future),22246972,16,1,False,spotify:track:4VMRsbfZzd3SfQtaJ1Wpwi
2023-04-27,"Rema, Selena Gomez",Calm Down (with Selena Gomez),22036263,17,35,False,spotify:track:0WtM2NBVQNNJLh6scP13H8
2023-04-27,"Natanael Cano, Peso Pluma, Gabito Ballesteros",AMG,21991663,18,16,False,spotify:track:1lRtH4FszTrwwlK5gTSbXO
2023-04-27,"Yandel, Feid",Yandel 150,21426872,19,16,False,spotify:track:4FAKtPVycI4DxoOHC01YqD
2023-04-27,"Junior H, Peso Pluma",El Azul,20824626,20,9,False,spotify:track:1haJsMtoBhHfvuM7XWuT3W
2023-04-27,Agust D,Haegeum,20079597,21,1,False,spotify:track:4bjN59DRXFRxBE1g5ne6B1
2023-04-27,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),18649455,22,9,False,spotify:track:7KA4W4McWYRpgf0fWsJZWB
2023-04-27,The Weeknd,Die For You,18356140,23,63,False,spotify:track:2LBqCSwhJGcFQeTHMVGwy3
2023-04-27,Taylor Swift,Anti-Hero,18319133,24,27,False,spotify:track:0V3wPSX9ygBnCm8psDIegu
2023-04-27,Morgan Wallen,Last Night,18004053,25,12,False,spotify:track:7K3BhSpAxZBznislvUMVtn
2023-04-27,"David Guetta, Bebe Rexha",I'm Good (Blue),17445486,26,35,False,spotify:track:4uUG5RXrOk84mYEfFvj3cK
2023-04-27,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53/66",17382564,27,16,False,spotify:track:4nrPB8O7Y7wsOCJdgXkthe
2023-04-27,"The Weeknd, Daft Punk",Starboy,16924053,28,134,False,spotify:track:7MXVkk9YMctZqd1Srtv4MB
2023-04-27,Arctic Monkeys,I Wanna Be Yours,16581732,29,42,False,spotify:track:5XeFesFbtLpXzIVDNQP22n
2023-04-27,Peso Pluma,Por Las Noches,16473585,30,9,False,spotify:track:2VzCjpKvPB1l1tqLndtAQa
2023-04-27,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),16361612,31,31,False,spotify:track:0NZPBYD5qbEWRs3PrGiRkT
2023-04-27,d4vd,Here With Me,16309017,32,26,False,spotify:track:78Sw5GDo6AlGwTwanjXbGh
2023-04-27,JVKE,golden hour,16212655,33,35,False,spotify:track:5odlY52u43F5BjByhxg7wg
2023-04-27,Drake,Search & Rescue,16143627,34,3,False,spotify:track:7aRCf5cLOFN1U7kvtChY1G
2023-04-27,Post Malone,Chemical,16095923,35,2,False,spotify:track:5TOgxgZrIZzvaKg9r2bvc2
